t,cpu_percent,rss_gb,threads
1789978576.7616239,93.8,0.17427444458007812,43
1789978577.0181835,94.3,0.17431640625,43
1789978577.274277,100.0,0.17432022094726562,43
1789978577.530213,93.8,0.17432022094726562,43
1789978577.787116,94.0,0.17427444458007812,43
1789978578.0426824,93.8,0.17432785034179688,43
1789978578.2983756,106.2,0.17432785034179688,43
1789978578.55436,94.0,0.1743316650390625,43
1789978578.810491,87.5,0.17427825927734375,43
1789978579.065881,100.2,0.17433547973632812,43
1789978579.3221412,100.0,0.17433929443359375,43
1789978579.6000528,94.5,0.17434310913085938,43
1789978579.857876,106.2,0.17431640625,43
1789978580.1155846,94.0,0.17435455322265625,43
1789978580.3731754,93.8,0.17435836791992188,43
1789978580.6288717,99.9,0.17436599731445312,43
1789978580.885087,100.0,0.17432022094726562,43
1789978581.1449425,94.3,0.17436981201171875,43
1789978581.4036942,106.2,0.17437362670898438,43
1789978581.660445,82.2,0.17437744140625,43
1789978581.9181957,87.5,0.17437744140625,43
1789978582.174413,88.1,0.17438507080078125,43
1789978582.4306662,100.0,0.17438888549804688,43
1789978582.6867476,100.0,0.1743927001953125,43
1789978582.9458077,76.7,0.17437744140625,43
1789978583.2015991,100.0,0.17440032958984375,43
1789978583.458157,82.2,0.17440032958984375,43
1789978583.7155373,100.0,0.17440414428710938,43
1789978583.9716232,100.2,0.17440032958984375,43
1789978584.2326934,100.0,0.174407958984375,43
1789978584.4909904,88.1,0.174407958984375,43
1789978584.7484658,87.5,0.174407958984375,43
1789978585.0077112,94.0,0.17438888549804688,43
1789978585.267386,70.8,0.174407958984375,43
1789978585.5337534,94.0,0.17441558837890625,43
1789978585.791226,100.0,0.1744232177734375,43
1789978586.0467687,87.5,0.17442703247070312,43
1789978586.302336,94.0,0.17443084716796875,43
1789978586.558436,100.0,0.17443466186523438,43
1789978586.815902,94.3,0.17438507080078125,43
1789978587.0924218,99.9,0.1744384765625,43
1789978587.349935,94.3,0.17444229125976562,43
1789978587.6057837,100.0,0.17444610595703125,43
1789978587.861453,94.0,0.17440414428710938,43
1789978588.1178744,81.2,0.17444992065429688,43
1789978588.373259,100.0,0.1744537353515625,43
1789978588.6296585,82.2,0.1744537353515625,43
1789978588.8851962,106.2,0.17441177368164062,43
1789978589.140867,93.8,0.17445755004882812,43
1789978589.3972764,88.4,0.17446136474609375,43
1789978589.6533365,100.0,0.17446517944335938,43
